return_date,product_id,store_id,quantity
2/14/2021,648,6,1
2/14/2021,914,6,1
2/14/2021,964,3,1
2/14/2021,995,23,2
2/14/2021,1169,3,2
2/15/2021,370,15,2
2/15/2021,376,7,1
2/15/2021,386,3,1
2/15/2021,467,15,1
2/15/2021,482,3,1
2/15/2021,734,15,1
2/15/2021,799,3,2
2/15/2021,914,7,1
2/15/2021,927,7,1
2/15/2021,935,3,1
2/15/2021,1260,15,1
2/16/2021,815,24,1
2/16/2021,1142,24,1
2/16/2021,1405,24,1
2/16/2021,1414,24,1
2/17/2021,10,17,1
2/17/2021,174,17,2
2/17/2021,217,17,1
2/17/2021,417,17,1
2/17/2021,434,6,1
2/17/2021,507,17,1
2/17/2021,681,17,1
2/17/2021,712,3,1
2/17/2021,984,17,1
2/18/2021,142,16,1
2/18/2021,312,16,1
2/18/2021,335,16,1
2/18/2021,752,16,2
2/18/2021,899,23,1
2/18/2021,1449,16,1
2/19/2021,172,17,1
2/19/2021,181,17,1
2/19/2021,234,17,2
2/19/2021,349,15,1
2/19/2021,536,13,1
2/19/2021,985,17,1
2/19/2021,1088,15,1
2/19/2021,1106,13,1
2/19/2021,1347,13,1
2/19/2021,1376,13,1
2/20/2021,52,11,1
2/21/2021,122,3,1
2/21/2021,1329,3,1
2/22/2021,1164,13,1
2/22/2021,1252,13,1
2/23/2021,41,24,1
2/23/2021,881,24,1
2/23/2021,1464,24,2
2/25/2021,80,17,2
2/25/2021,105,17,1
2/25/2021,143,17,1
2/25/2021,258,17,2
2/25/2021,466,17,1
2/25/2021,512,7,1
2/25/2021,961,7,1
2/25/2021,1182,17,1
2/25/2021,1189,17,1
2/25/2021,1235,17,2
2/26/2021,132,13,1
2/26/2021,440,13,1
2/26/2021,460,16,2
2/26/2021,495,13,1
2/26/2021,557,16,1
2/26/2021,639,13,1
2/26/2021,852,16,1
2/26/2021,856,13,1
2/26/2021,883,13,1
2/26/2021,1019,16,1
2/26/2021,1103,16,2
2/26/2021,1216,16,2
2/26/2021,1281,13,1
2/27/2021,239,11,1
2/27/2021,495,11,1
2/27/2021,511,11,1
2/27/2021,799,16,1
2/27/2021,821,16,1
2/27/2021,894,16,1
2/27/2021,969,11,1
2/27/2021,1381,16,1
3/1/2021,137,16,1
3/1/2021,474,23,1
3/1/2021,750,16,1
3/2/2021,650,13,1
3/2/2021,778,13,1
3/2/2021,1128,13,1
3/2/2021,1137,13,2
3/2/2021,1220,7,2
3/2/2021,1406,13,2
3/2/2021,1437,7,1
3/2/2021,1453,7,1
3/3/2021,344,24,1
3/3/2021,457,11,2
3/3/2021,466,11,1
3/3/2021,477,11,1
3/3/2021,803,24,1
3/3/2021,947,11,1
3/3/2021,1021,24,1
3/3/2021,1198,11,1
3/3/2021,1296,11,1
3/3/2021,1298,24,1
3/3/2021,1305,11,1
3/3/2021,1400,24,1
3/4/2021,20,13,1
3/4/2021,862,13,1
3/4/2021,1231,13,1
3/5/2021,54,15,1
3/5/2021,752,15,2
3/5/2021,804,15,1
3/5/2021,906,11,1
3/5/2021,1236,15,2
3/5/2021,1328,11,2
3/5/2021,1369,11,1
3/8/2021,379,16,1
3/8/2021,784,16,1
3/8/2021,888,16,1
3/8/2021,909,16,1
3/10/2021,281,24,1
3/10/2021,360,24,1
3/10/2021,428,24,2
3/10/2021,564,24,1
3/10/2021,581,16,1
3/10/2021,814,16,1
3/10/2021,1044,24,1
3/10/2021,1222,24,1
3/10/2021,1305,16,1
3/10/2021,1318,6,1
3/10/2021,1347,24,1
3/11/2021,522,15,2
3/11/2021,555,15,2
3/11/2021,871,15,1
3/11/2021,990,15,1
3/11/2021,1274,15,1
3/11/2021,1497,15,1
3/12/2021,515,3,2
3/12/2021,722,3,1
3/12/2021,1514,3,1
3/12/2021,1533,3,1
3/13/2021,207,7,1
3/13/2021,566,7,1
3/13/2021,789,13,1
3/13/2021,903,7,1
3/13/2021,920,13,1
3/13/2021,957,13,2
3/13/2021,990,23,1
3/13/2021,1356,13,1
3/13/2021,1458,13,1
3/13/2021,1469,7,1
3/14/2021,100,15,1
3/14/2021,246,6,1
3/14/2021,373,15,1
3/14/2021,902,15,2
3/14/2021,1269,15,2
3/15/2021,20,15,1
3/15/2021,208,3,2
3/15/2021,209,15,1
3/15/2021,517,15,1
3/15/2021,824,24,1
3/15/2021,848,15,1
3/15/2021,987,3,1
3/15/2021,1382,24,1
3/15/2021,1433,3,1
3/15/2021,1483,15,1
3/16/2021,574,16,1
3/16/2021,951,16,2
3/16/2021,1207,16,2
3/16/2021,1433,16,1
3/17/2021,800,3,2
3/17/2021,939,3,1
3/17/2021,1029,3,1
3/18/2021,106,17,2
3/18/2021,343,16,1
3/18/2021,376,16,1
3/18/2021,574,16,2
3/18/2021,599,17,1
3/18/2021,1165,17,2
3/18/2021,1231,16,1
3/18/2021,1316,17,2
3/18/2021,1454,17,1
3/18/2021,1493,16,1
3/19/2021,238,3,1
3/19/2021,551,23,1
3/19/2021,1041,3,2
3/19/2021,1246,3,1
3/19/2021,1352,3,1
3/19/2021,1538,3,2
3/20/2021,45,17,2
3/20/2021,49,3,1
3/20/2021,103,6,1
3/20/2021,109,6,1
3/20/2021,372,17,1
3/20/2021,664,6,1
3/20/2021,690,17,1
3/20/2021,754,3,1
3/20/2021,921,17,1
3/20/2021,1022,3,2
3/20/2021,1138,17,1
3/21/2021,68,13,1
3/21/2021,133,13,1
3/21/2021,187,11,1
3/21/2021,295,13,1
3/21/2021,342,13,1
3/21/2021,398,13,1
3/21/2021,440,13,1
3/21/2021,456,7,1
3/21/2021,462,11,2
3/21/2021,519,13,1
3/21/2021,619,13,1
3/21/2021,652,13,1
3/21/2021,676,11,1
3/21/2021,684,13,1
3/21/2021,766,7,1
3/21/2021,832,13,1
3/21/2021,929,13,2
3/21/2021,1202,13,1
3/21/2021,1365,7,2
3/21/2021,1368,13,1
3/21/2021,1406,13,1
3/21/2021,1428,13,1
3/21/2021,1434,13,1
3/22/2021,81,15,1
3/22/2021,376,17,1
3/22/2021,409,15,2
3/22/2021,463,17,1
3/22/2021,583,15,1
3/22/2021,858,17,1
3/22/2021,1021,11,1
3/22/2021,1112,17,1
3/22/2021,1190,17,1
3/22/2021,1243,17,1
3/22/2021,1309,17,1
3/22/2021,1434,11,1
3/22/2021,1480,15,1
3/23/2021,111,11,1
3/23/2021,161,11,1
3/23/2021,465,11,1
3/23/2021,671,11,1
3/23/2021,993,11,2
3/24/2021,368,7,1
3/24/2021,408,7,1
3/24/2021,948,7,1
3/24/2021,1263,7,1
3/25/2021,171,6,1
3/25/2021,295,6,1
3/25/2021,600,6,1
3/25/2021,636,6,1
3/25/2021,724,6,1
3/25/2021,1298,6,2
3/25/2021,1432,6,1
3/26/2021,953,23,2
3/27/2021,105,24,1
3/27/2021,179,24,1
3/27/2021,571,24,2
3/27/2021,728,24,1
3/27/2021,1190,24,1
3/27/2021,1199,24,1
3/28/2021,57,13,1
3/28/2021,93,13,1
3/28/2021,439,17,1
3/28/2021,446,17,1
3/28/2021,497,17,1
3/28/2021,717,13,1
3/28/2021,799,17,1
3/28/2021,848,17,1
3/28/2021,1285,17,1
3/28/2021,1427,13,1
3/28/2021,1498,13,1
3/28/2021,1528,13,1
3/29/2021,82,23,1
3/29/2021,574,23,1
3/29/2021,636,17,2
3/29/2021,672,23,1
3/29/2021,868,17,1
3/29/2021,1061,17,1
3/29/2021,1275,17,1
3/29/2021,1429,17,2
3/29/2021,1441,17,1
3/30/2021,438,7,2
3/30/2021,1170,7,1
3/30/2021,1194,7,1
3/30/2021,1453,7,1
4/1/2021,255,11,1
4/1/2021,257,11,1
4/1/2021,307,11,1
4/1/2021,814,11,1
4/1/2021,864,11,1
4/2/2021,543,15,2
4/2/2021,1328,15,1
4/3/2021,27,17,1
4/3/2021,416,17,1
4/3/2021,441,17,2
4/3/2021,523,23,1
4/3/2021,699,17,1
4/3/2021,732,17,1
4/3/2021,1161,24,1
4/3/2021,1337,23,1
4/3/2021,1455,17,1
4/3/2021,1536,17,1
4/4/2021,115,16,1
4/4/2021,164,3,1
4/4/2021,245,16,1
4/4/2021,659,7,2
4/4/2021,734,3,1
4/4/2021,861,16,2
4/4/2021,886,7,1
4/4/2021,921,7,1
4/4/2021,968,16,2
4/4/2021,1010,3,1
4/4/2021,1025,24,2
4/4/2021,1122,24,1
4/4/2021,1423,7,1
4/4/2021,1463,24,1
4/5/2021,455,7,1
4/5/2021,543,24,1
4/5/2021,1232,7,1
4/6/2021,48,3,1
4/6/2021,358,3,1
4/6/2021,697,3,2
4/6/2021,1169,3,1
4/7/2021,366,17,1
4/7/2021,371,7,1
4/7/2021,477,17,1
4/7/2021,507,17,1
4/7/2021,570,17,1
4/7/2021,900,17,1
4/7/2021,1409,7,1
4/7/2021,1458,7,1
4/7/2021,1463,17,1
4/7/2021,1533,7,1
4/8/2021,265,13,1
4/8/2021,1253,13,1
4/9/2021,372,15,1
4/9/2021,1288,15,1
4/10/2021,883,11,1
4/10/2021,1541,11,1
4/12/2021,20,23,1
4/12/2021,104,23,1
4/12/2021,116,15,1
4/12/2021,138,15,1
4/12/2021,219,15,2
4/12/2021,564,13,1
4/12/2021,618,15,1
4/12/2021,943,13,1
4/12/2021,1171,15,1
4/12/2021,1362,13,1
4/12/2021,1450,23,1
4/13/2021,3,17,1
4/13/2021,14,6,1
4/13/2021,265,6,2
4/13/2021,339,6,1
4/13/2021,514,6,1
4/13/2021,573,17,1
4/13/2021,1336,24,2
4/13/2021,1404,24,1
4/13/2021,1453,24,1
4/13/2021,1453,6,1
4/13/2021,1454,6,2
4/14/2021,11,13,1
4/14/2021,47,16,2
4/14/2021,82,11,2
4/14/2021,140,6,1
4/14/2021,194,16,1
4/14/2021,324,11,1
4/14/2021,370,13,1
4/14/2021,646,6,1
4/14/2021,671,13,1
4/14/2021,786,6,1
4/14/2021,816,13,1
4/14/2021,881,13,2
4/14/2021,1266,6,1
4/14/2021,1330,6,2
4/14/2021,1382,11,1
4/14/2021,1389,6,1
4/14/2021,1447,13,1
4/14/2021,1557,11,1
4/15/2021,274,17,1
4/15/2021,360,13,1
4/15/2021,845,13,1
4/15/2021,1201,17,1
4/15/2021,1257,17,1
4/16/2021,82,6,1
4/16/2021,1026,6,1
4/16/2021,1362,24,1
4/17/2021,195,13,1
4/17/2021,415,13,1
4/17/2021,675,13,1
4/17/2021,948,13,1
4/17/2021,1172,13,2
4/17/2021,1386,13,1
4/17/2021,1524,13,1
4/18/2021,878,11,1
4/19/2021,277,7,1
4/19/2021,549,3,1
4/19/2021,587,3,1
4/19/2021,638,3,1
4/19/2021,691,3,1
4/19/2021,1137,7,1
4/19/2021,1403,7,1
4/19/2021,1414,7,1
4/20/2021,376,6,1
4/20/2021,907,6,1
4/20/2021,1021,6,1
4/20/2021,1075,6,1
4/21/2021,270,3,1
4/21/2021,593,3,1
4/21/2021,619,3,1
4/21/2021,1432,3,2
4/22/2021,331,6,1
4/22/2021,427,11,1
4/22/2021,515,11,1
4/22/2021,597,11,1
4/22/2021,991,6,1
4/23/2021,17,17,2
4/23/2021,275,17,1
4/23/2021,1411,17,1
4/24/2021,477,16,1
4/24/2021,486,16,2
4/24/2021,746,16,1
4/24/2021,870,23,2
4/24/2021,1212,16,1
4/26/2021,6,16,2
4/26/2021,317,16,1
4/26/2021,587,16,2
4/26/2021,645,3,1
4/26/2021,727,16,2
4/26/2021,1422,3,1
4/26/2021,1539,16,1
4/26/2021,1545,16,1
4/26/2021,1558,16,1
4/27/2021,163,15,1
4/27/2021,191,7,1
4/27/2021,225,7,1
4/27/2021,444,7,1
4/27/2021,491,15,1
4/27/2021,982,15,1
4/27/2021,993,15,1
4/27/2021,1028,23,1
4/27/2021,1052,15,1
4/27/2021,1183,15,1
4/27/2021,1357,15,1
4/28/2021,142,23,1
4/29/2021,868,15,2
4/29/2021,1210,15,1
5/1/2021,78,7,1
5/1/2021,639,7,1
5/1/2021,644,13,1
5/1/2021,691,13,1
5/1/2021,1132,13,1
5/1/2021,1157,13,1
5/1/2021,1314,13,2
5/1/2021,1447,13,1
5/1/2021,1531,7,1
5/2/2021,102,16,1
5/2/2021,649,24,1
5/2/2021,930,16,1
5/2/2021,973,24,1
5/2/2021,1008,16,1
5/2/2021,1104,24,1
5/2/2021,1283,16,1
5/3/2021,71,3,1
5/3/2021,200,3,1
5/3/2021,404,17,1
5/3/2021,412,3,1
5/3/2021,630,17,1
5/3/2021,803,3,1
5/3/2021,1009,3,1
5/3/2021,1323,17,1
5/4/2021,268,3,1
5/4/2021,362,3,1
5/4/2021,748,3,2
5/4/2021,1137,3,1
5/5/2021,41,16,1
5/5/2021,400,13,1
5/5/2021,545,17,2
5/5/2021,749,16,1
5/5/2021,949,17,1
5/5/2021,1161,13,2
5/5/2021,1330,16,1
5/7/2021,157,24,1
5/7/2021,166,24,2
5/7/2021,463,24,1
5/7/2021,866,24,2
5/8/2021,420,15,1
5/8/2021,471,11,1
5/8/2021,527,15,1
5/8/2021,692,15,2
5/8/2021,1178,15,1
5/8/2021,1261,11,1
5/8/2021,1388,15,1
5/9/2021,122,11,1
5/9/2021,145,13,1
5/9/2021,165,13,1
5/9/2021,304,13,1
5/9/2021,340,13,1
5/9/2021,407,13,1
5/9/2021,590,17,1
5/9/2021,629,13,1
5/9/2021,629,17,2
5/9/2021,702,13,1
5/9/2021,735,13,2
5/9/2021,739,17,1
5/9/2021,763,13,1
5/9/2021,831,13,1
5/9/2021,832,17,1
5/9/2021,852,7,1
5/9/2021,868,7,1
5/9/2021,1014,11,2
5/9/2021,1084,13,1
5/9/2021,1120,13,1
5/9/2021,1177,13,1
5/9/2021,1228,17,1
5/9/2021,1258,13,2
5/9/2021,1273,13,1
5/9/2021,1320,13,2
5/9/2021,1353,11,2
5/9/2021,1442,7,1
5/9/2021,1480,11,1
5/9/2021,1505,13,1
5/9/2021,1531,13,1
5/11/2021,340,11,1
5/11/2021,1447,11,1
5/11/2021,1452,11,1
5/14/2021,54,17,2
5/14/2021,109,17,1
5/14/2021,170,7,2
5/14/2021,325,7,1
5/14/2021,493,17,1
5/14/2021,640,23,1
5/14/2021,722,17,1
5/14/2021,767,23,1
5/14/2021,780,23,1
5/14/2021,830,17,1
5/14/2021,960,23,1
5/14/2021,1087,17,2
5/14/2021,1179,17,1
5/15/2021,111,16,1
5/15/2021,214,11,1
5/15/2021,332,24,1
5/15/2021,440,16,1
5/15/2021,441,24,1
5/15/2021,468,11,1
5/15/2021,549,11,1
5/15/2021,576,24,1
5/15/2021,730,24,2
5/15/2021,865,24,2
5/15/2021,910,11,1
5/15/2021,947,16,2
5/15/2021,1157,24,1
5/15/2021,1198,16,1
5/15/2021,1450,24,2
5/15/2021,1465,24,1
5/16/2021,156,23,1
5/16/2021,304,7,2
5/16/2021,527,23,2
5/16/2021,874,23,1
5/16/2021,1340,7,1
5/16/2021,1357,7,1
5/17/2021,114,23,2
5/17/2021,143,23,1
5/17/2021,168,24,1
5/17/2021,496,16,1
5/17/2021,785,23,1
5/17/2021,986,16,1
5/17/2021,989,23,1
5/17/2021,1349,16,1
5/18/2021,329,6,1
5/18/2021,611,6,2
5/18/2021,1155,6,1
5/18/2021,1169,6,1
5/19/2021,167,15,1
5/19/2021,190,6,1
5/19/2021,261,15,1
5/19/2021,336,6,1
5/19/2021,442,6,2
5/19/2021,484,15,1
5/19/2021,620,6,2
5/19/2021,952,15,1
5/19/2021,986,6,1
5/19/2021,1072,15,1
5/19/2021,1256,15,1
5/19/2021,1343,15,2
5/19/2021,1405,15,2
5/19/2021,1523,6,1
5/21/2021,51,6,1
5/21/2021,523,15,1
5/21/2021,791,24,1
5/21/2021,801,3,1
5/21/2021,887,24,1
5/21/2021,896,15,1
5/21/2021,944,7,1
5/21/2021,984,24,1
5/21/2021,1135,3,2
5/21/2021,1164,3,1
5/21/2021,1217,6,1
5/21/2021,1269,7,1
5/21/2021,1274,3,1
5/21/2021,1333,7,1
5/21/2021,1368,6,1
5/21/2021,1484,15,1
5/22/2021,397,13,2
5/22/2021,967,23,1
5/22/2021,1325,15,1
5/22/2021,1545,23,1
5/23/2021,485,6,1
5/23/2021,1378,6,2
5/25/2021,66,3,1
5/25/2021,296,3,1
5/25/2021,1411,3,1
5/26/2021,183,3,1
5/26/2021,264,3,1
5/26/2021,608,3,1
5/27/2021,403,15,1
5/27/2021,1048,15,1
5/27/2021,1464,15,1
5/29/2021,23,17,2
5/29/2021,398,16,1
5/29/2021,409,16,1
5/29/2021,600,17,1
5/29/2021,719,17,2
5/29/2021,905,13,2
5/29/2021,996,17,1
5/29/2021,1378,17,1
5/29/2021,1389,17,2
6/1/2021,869,24,1
6/1/2021,961,24,1
6/1/2021,1190,24,1
6/2/2021,19,13,2
6/2/2021,333,13,1
6/2/2021,550,13,1
6/2/2021,983,13,1
6/2/2021,997,13,1
6/2/2021,1480,13,1
6/2/2021,1548,13,1
6/3/2021,221,13,1
6/3/2021,685,11,1
6/3/2021,704,3,1
6/3/2021,1024,13,1
6/3/2021,1359,13,1
6/4/2021,547,24,1
6/4/2021,585,16,1
6/4/2021,1006,24,1
6/4/2021,1241,24,2
6/4/2021,1268,16,1
6/4/2021,1364,16,1
6/4/2021,1420,16,1
6/4/2021,1433,24,2
6/4/2021,1456,16,1
6/5/2021,11,7,1
6/5/2021,471,23,1
6/5/2021,530,23,2
6/5/2021,567,7,1
6/5/2021,710,23,1
6/5/2021,1141,23,2
6/5/2021,1276,23,2
6/6/2021,475,13,1
6/6/2021,812,13,1
6/6/2021,1100,13,1
6/7/2021,63,7,1
6/7/2021,487,7,1
6/7/2021,1253,15,1
6/7/2021,1409,15,1
6/7/2021,1555,15,2
6/10/2021,116,15,1
6/10/2021,829,15,1
6/10/2021,1421,15,1
6/11/2021,64,3,2
6/11/2021,299,11,1
6/11/2021,335,11,1
6/11/2021,390,3,1
6/11/2021,548,11,1
6/11/2021,723,11,2
6/11/2021,803,11,1
6/11/2021,808,3,1
6/11/2021,928,11,1
6/11/2021,1012,3,1
6/11/2021,1357,11,1
6/11/2021,1425,3,1
6/11/2021,1465,3,1
6/12/2021,96,7,1
6/12/2021,438,6,1
6/12/2021,544,6,1
6/12/2021,796,7,1
6/12/2021,1371,7,1
6/12/2021,1554,6,1
6/14/2021,98,16,2
6/14/2021,126,16,1
6/14/2021,392,7,2
6/14/2021,579,16,1
6/14/2021,1164,16,1
6/14/2021,1212,7,2
6/14/2021,1346,16,1
6/14/2021,1362,7,1
6/15/2021,9,6,2
6/15/2021,184,17,1
6/15/2021,245,17,1
6/15/2021,430,15,1
6/15/2021,441,15,1
6/15/2021,910,15,2
6/15/2021,938,17,1
6/15/2021,1057,17,1
6/16/2021,279,3,2
6/16/2021,326,3,1
6/16/2021,387,3,1
6/16/2021,522,17,1
6/16/2021,839,3,1
6/16/2021,988,17,1
6/16/2021,1091,17,1
6/16/2021,1099,17,1
6/16/2021,1105,3,1
6/16/2021,1243,17,1
6/16/2021,1338,17,1
6/16/2021,1353,3,1
6/16/2021,1541,17,2
6/17/2021,3,15,1
6/17/2021,639,15,1
6/17/2021,719,13,1
6/17/2021,1179,13,2
6/17/2021,1204,13,1
6/17/2021,1227,13,1
6/17/2021,1486,13,1
6/18/2021,118,11,1
6/18/2021,128,3,2
6/18/2021,308,11,1
6/18/2021,475,11,1
6/18/2021,588,11,1
6/18/2021,899,16,2
6/18/2021,982,11,1
6/18/2021,1448,11,1
6/19/2021,34,11,1
6/19/2021,153,11,1
6/19/2021,195,11,1
6/19/2021,252,11,1
6/19/2021,546,11,1
6/19/2021,733,11,1
6/19/2021,761,11,1
6/19/2021,1487,11,1
6/20/2021,317,24,1
6/20/2021,764,11,1
6/20/2021,848,11,1
6/20/2021,1008,11,1
6/20/2021,1124,11,1
6/20/2021,1168,24,1
6/20/2021,1443,24,1
6/20/2021,1506,24,1
6/20/2021,1530,11,1
6/21/2021,230,17,2
6/21/2021,271,17,1
6/21/2021,292,24,2
6/21/2021,348,6,1
6/21/2021,465,6,1
6/21/2021,485,24,2
6/21/2021,514,24,1
6/21/2021,588,6,1
6/21/2021,601,17,2
6/21/2021,698,6,1
6/21/2021,817,24,1
6/21/2021,933,17,1
6/21/2021,970,24,1
6/21/2021,1061,24,1
6/21/2021,1083,17,2
6/21/2021,1231,17,1
6/21/2021,1321,17,1
6/21/2021,1423,6,1
6/21/2021,1423,24,1
6/21/2021,1444,17,1
6/21/2021,1461,17,2
6/22/2021,39,17,1
6/22/2021,130,6,2
6/22/2021,134,3,1
6/22/2021,169,6,1
6/22/2021,207,3,2
6/22/2021,337,3,1
6/22/2021,419,6,1
6/22/2021,444,6,1
6/22/2021,487,7,1
